alias_lot_id;wf_id;xcoord;ycoord;val
ABCL724;06;11;25;#
ABCL724;06;11;26;#
ABCL724;06;11;27;#
ABCL724;06;11;28;#
ABCL724;06;11;29;#
ABCL724;06;11;30;#
ABCL724;06;11;31;#
ABCL724;06;11;32;#
ABCL724;06;11;33;#
ABCL724;06;11;34;#
ABCL724;06;11;35;#
ABCL724;06;12;23;#
ABCL724;06;12;24;#
ABCL724;06;12;25;W
ABCL724;06;12;26;#
ABCL724;06;12;27;#
ABCL724;06;12;28;#
ABCL724;06;12;29;#
ABCL724;06;12;30;#
ABCL724;06;12;31;#
ABCL724;06;12;32;#
ABCL724;06;12;33;#
ABCL724;06;12;34;#
ABCL724;06;12;35;#
ABCL724;06;12;36;#
ABCL724;06;12;37;#
ABCL724;06;13;22;#
ABCL724;06;13;23;#
ABCL724;06;13;24;#
ABCL724;06;13;25;#
ABCL724;06;13;26;#
ABCL724;06;13;27;#
ABCL724;06;13;28;#
ABCL724;06;13;29;#
ABCL724;06;13;30;#
ABCL724;06;13;31;W
ABCL724;06;13;32;#
ABCL724;06;13;33;#
ABCL724;06;13;34;#
ABCL724;06;13;35;#
ABCL724;06;13;36;#
ABCL724;06;13;37;#
ABCL724;06;13;38;#
ABCL724;06;14;21;#
ABCL724;06;14;22;#
ABCL724;06;14;23;#
ABCL724;06;14;24;#
ABCL724;06;14;25;#
ABCL724;06;14;26;#
ABCL724;06;14;27;#
ABCL724;06;14;28;#
ABCL724;06;14;29;#
ABCL724;06;14;30;#
ABCL724;06;14;31;#
ABCL724;06;14;32;#
ABCL724;06;14;33;#
ABCL724;06;14;34;#
ABCL724;06;14;35;#
ABCL724;06;14;36;#
ABCL724;06;14;37;#
ABCL724;06;14;38;#
ABCL724;06;14;39;#
ABCL724;06;15;19;#
ABCL724;06;15;20;#
ABCL724;06;15;21;#
ABCL724;06;15;22;#
ABCL724;06;15;23;#
ABCL724;06;15;24;#
ABCL724;06;15;25;#
ABCL724;06;15;26;#
ABCL724;06;15;27;#
ABCL724;06;15;28;#
ABCL724;06;15;29;#
ABCL724;06;15;30;#
ABCL724;06;15;31;#
ABCL724;06;15;32;#
ABCL724;06;15;33;#
ABCL724;06;15;34;#
ABCL724;06;15;35;#
ABCL724;06;15;36;#
ABCL724;06;15;37;#
ABCL724;06;15;38;#
ABCL724;06;15;39;#
ABCL724;06;15;40;#
ABCL724;06;15;41;#
ABCL724;06;16;18;#
ABCL724;06;16;19;#
ABCL724;06;16;20;#
ABCL724;06;16;21;#
ABCL724;06;16;22;#
ABCL724;06;16;23;#
ABCL724;06;16;24;#
ABCL724;06;16;25;#
ABCL724;06;16;26;#
ABCL724;06;16;27;#
ABCL724;06;16;28;#
ABCL724;06;16;29;#
ABCL724;06;16;30;#
ABCL724;06;16;31;W
ABCL724;06;16;32;#
ABCL724;06;16;33;#
ABCL724;06;16;34;#
ABCL724;06;16;35;#
ABCL724;06;16;36;#
ABCL724;06;16;37;#
ABCL724;06;16;38;#
ABCL724;06;16;39;#
ABCL724;06;16;40;#
ABCL724;06;16;41;#
ABCL724;06;16;42;#
ABCL724;06;17;18;#
ABCL724;06;17;19;#
ABCL724;06;17;20;#
ABCL724;06;17;21;#
ABCL724;06;17;22;#
ABCL724;06;17;23;#
ABCL724;06;17;24;#
ABCL724;06;17;25;#
ABCL724;06;17;26;#
ABCL724;06;17;27;#
ABCL724;06;17;28;#
ABCL724;06;17;29;#
ABCL724;06;17;30;#
ABCL724;06;17;31;#
ABCL724;06;17;32;#
ABCL724;06;17;33;W
ABCL724;06;17;34;W
ABCL724;06;17;35;#
ABCL724;06;17;36;#
ABCL724;06;17;37;W
ABCL724;06;17;38;#
ABCL724;06;17;39;#
ABCL724;06;17;40;#
ABCL724;06;17;41;#
ABCL724;06;17;42;#
ABCL724;06;18;17;#
ABCL724;06;18;18;#
ABCL724;06;18;19;#
ABCL724;06;18;20;#
ABCL724;06;18;21;#
ABCL724;06;18;22;#
ABCL724;06;18;23;#
ABCL724;06;18;24;#
ABCL724;06;18;25;#
ABCL724;06;18;26;#
ABCL724;06;18;27;#
ABCL724;06;18;28;#
ABCL724;06;18;29;#
ABCL724;06;18;30;W
ABCL724;06;18;31;#
ABCL724;06;18;32;#
ABCL724;06;18;33;#
ABCL724;06;18;34;#
ABCL724;06;18;35;#
ABCL724;06;18;36;#
ABCL724;06;18;37;#
ABCL724;06;18;38;#
ABCL724;06;18;39;#
ABCL724;06;18;40;#
ABCL724;06;18;41;#
ABCL724;06;18;42;#
ABCL724;06;18;43;#
ABCL724;06;19;16;#
ABCL724;06;19;17;#
ABCL724;06;19;18;#
ABCL724;06;19;19;#
ABCL724;06;19;20;#
ABCL724;06;19;21;#
ABCL724;06;19;22;#
ABCL724;06;19;23;#
ABCL724;06;19;24;#
ABCL724;06;19;25;#
ABCL724;06;19;26;#
ABCL724;06;19;27;#
ABCL724;06;19;28;#
ABCL724;06;19;29;#
ABCL724;06;19;30;#
ABCL724;06;19;31;#
ABCL724;06;19;32;#
ABCL724;06;19;33;#
ABCL724;06;19;34;#
ABCL724;06;19;35;#
ABCL724;06;19;36;#
ABCL724;06;19;37;#
ABCL724;06;19;38;#
ABCL724;06;19;39;#
ABCL724;06;19;40;#
ABCL724;06;19;41;#
ABCL724;06;19;42;W
ABCL724;06;19;43;#
ABCL724;06;19;44;#
ABCL724;06;20;16;#
ABCL724;06;20;17;#
ABCL724;06;20;18;#
ABCL724;06;20;19;#
ABCL724;06;20;20;#
ABCL724;06;20;21;#
ABCL724;06;20;22;#
ABCL724;06;20;23;#
ABCL724;06;20;24;#
ABCL724;06;20;25;#
ABCL724;06;20;26;#
ABCL724;06;20;27;#
ABCL724;06;20;28;#
ABCL724;06;20;29;#
ABCL724;06;20;30;#
ABCL724;06;20;31;#
ABCL724;06;20;32;#
ABCL724;06;20;33;#
ABCL724;06;20;34;#
ABCL724;06;20;35;#
ABCL724;06;20;36;#
ABCL724;06;20;37;#
ABCL724;06;20;38;#
ABCL724;06;20;39;#
ABCL724;06;20;40;#
ABCL724;06;20;41;#
ABCL724;06;20;42;#
ABCL724;06;20;43;#
ABCL724;06;20;44;#
ABCL724;06;21;15;#
ABCL724;06;21;16;#
ABCL724;06;21;17;#
ABCL724;06;21;18;#
ABCL724;06;21;19;#
ABCL724;06;21;20;#
ABCL724;06;21;21;#
ABCL724;06;21;22;#
ABCL724;06;21;23;#
ABCL724;06;21;24;#
ABCL724;06;21;25;#
ABCL724;06;21;26;#
ABCL724;06;21;27;#
ABCL724;06;21;28;#
ABCL724;06;21;29;#
ABCL724;06;21;30;#
ABCL724;06;21;31;#
ABCL724;06;21;32;#
ABCL724;06;21;33;#
ABCL724;06;21;34;W
ABCL724;06;21;35;W
ABCL724;06;21;36;#
ABCL724;06;21;37;#
ABCL724;06;21;38;#
ABCL724;06;21;39;#
ABCL724;06;21;40;#
ABCL724;06;21;41;#
ABCL724;06;21;42;#
ABCL724;06;21;43;#
ABCL724;06;21;44;#
ABCL724;06;21;45;#
ABCL724;06;22;14;#
ABCL724;06;22;15;#
ABCL724;06;22;16;#
ABCL724;06;22;17;#
ABCL724;06;22;18;#
ABCL724;06;22;19;#
ABCL724;06;22;20;#
ABCL724;06;22;21;#
ABCL724;06;22;22;#
ABCL724;06;22;23;#
ABCL724;06;22;24;#
ABCL724;06;22;25;#
ABCL724;06;22;26;#
ABCL724;06;22;27;#
ABCL724;06;22;28;#
ABCL724;06;22;29;#
ABCL724;06;22;30;#
ABCL724;06;22;31;#
ABCL724;06;22;32;#
ABCL724;06;22;33;#
ABCL724;06;22;34;#
ABCL724;06;22;35;W
ABCL724;06;22;36;#
ABCL724;06;22;37;#
ABCL724;06;22;38;#
ABCL724;06;22;39;#
ABCL724;06;22;40;#
ABCL724;06;22;41;#
ABCL724;06;22;42;#
ABCL724;06;22;43;#
ABCL724;06;22;44;#
ABCL724;06;22;45;#
ABCL724;06;22;46;#
ABCL724;06;23;14;#
ABCL724;06;23;15;#
ABCL724;06;23;16;#
ABCL724;06;23;17;#
ABCL724;06;23;18;W
ABCL724;06;23;19;#
ABCL724;06;23;20;#
ABCL724;06;23;21;W
ABCL724;06;23;22;#
