alias_lot_id;wf_id;xcoord;ycoord;val
ABCV684;08;11;25;#
ABCV684;08;11;26;#
ABCV684;08;11;27;#
ABCV684;08;11;28;#
ABCV684;08;11;29;#
ABCV684;08;11;30;#
ABCV684;08;11;31;#
ABCV684;08;11;32;#
ABCV684;08;11;33;#
ABCV684;08;11;34;#
ABCV684;08;11;35;#
ABCV684;08;12;23;#
ABCV684;08;12;24;#
ABCV684;08;12;25;#
ABCV684;08;12;26;#
ABCV684;08;12;27;#
ABCV684;08;12;28;#
ABCV684;08;12;29;#
ABCV684;08;12;30;#
ABCV684;08;12;31;#
ABCV684;08;12;32;#
ABCV684;08;12;33;#
ABCV684;08;12;34;#
ABCV684;08;12;35;#
ABCV684;08;12;36;#
ABCV684;08;12;37;#
ABCV684;08;13;22;#
ABCV684;08;13;23;#
ABCV684;08;13;24;#
ABCV684;08;13;25;#
ABCV684;08;13;26;#
ABCV684;08;13;27;#
ABCV684;08;13;28;#
ABCV684;08;13;29;#
ABCV684;08;13;30;#
ABCV684;08;13;31;#
ABCV684;08;13;32;#
ABCV684;08;13;33;#
ABCV684;08;13;34;#
ABCV684;08;13;35;#
ABCV684;08;13;36;#
ABCV684;08;13;37;#
ABCV684;08;13;38;W
ABCV684;08;14;21;#
ABCV684;08;14;22;#
ABCV684;08;14;23;#
ABCV684;08;14;24;#
ABCV684;08;14;25;#
ABCV684;08;14;26;#
ABCV684;08;14;27;#
ABCV684;08;14;28;#
ABCV684;08;14;29;#
ABCV684;08;14;30;#
ABCV684;08;14;31;#
ABCV684;08;14;32;#
ABCV684;08;14;33;#
ABCV684;08;14;34;#
ABCV684;08;14;35;W
ABCV684;08;14;36;#
ABCV684;08;14;37;#
ABCV684;08;14;38;#
ABCV684;08;14;39;#
ABCV684;08;15;19;#
ABCV684;08;15;20;W
ABCV684;08;15;21;#
ABCV684;08;15;22;#
ABCV684;08;15;23;#
ABCV684;08;15;24;#
ABCV684;08;15;25;#
ABCV684;08;15;26;#
ABCV684;08;15;27;#
ABCV684;08;15;28;#
ABCV684;08;15;29;#
ABCV684;08;15;30;#
ABCV684;08;15;31;#
ABCV684;08;15;32;#
ABCV684;08;15;33;#
ABCV684;08;15;34;#
ABCV684;08;15;35;#
ABCV684;08;15;36;#
ABCV684;08;15;37;#
ABCV684;08;15;38;#
ABCV684;08;15;39;#
ABCV684;08;15;40;#
ABCV684;08;15;41;#
ABCV684;08;16;18;#
ABCV684;08;16;19;W
ABCV684;08;16;20;W
ABCV684;08;16;21;#
ABCV684;08;16;22;#
ABCV684;08;16;23;#
ABCV684;08;16;24;#
ABCV684;08;16;25;#
ABCV684;08;16;26;W
ABCV684;08;16;27;#
ABCV684;08;16;28;#
ABCV684;08;16;29;#
ABCV684;08;16;30;#
ABCV684;08;16;31;#
ABCV684;08;16;32;#
ABCV684;08;16;33;#
ABCV684;08;16;34;#
ABCV684;08;16;35;#
ABCV684;08;16;36;#
ABCV684;08;16;37;W
ABCV684;08;16;38;W
ABCV684;08;16;39;#
ABCV684;08;16;40;#
ABCV684;08;16;41;#
ABCV684;08;16;42;#
ABCV684;08;17;18;#
ABCV684;08;17;19;#
ABCV684;08;17;20;#
ABCV684;08;17;21;#
ABCV684;08;17;22;#
ABCV684;08;17;23;#
ABCV684;08;17;24;#
ABCV684;08;17;25;#
ABCV684;08;17;26;#
ABCV684;08;17;27;#
ABCV684;08;17;28;#
ABCV684;08;17;29;#
ABCV684;08;17;30;#
ABCV684;08;17;31;#
ABCV684;08;17;32;#
ABCV684;08;17;33;#
ABCV684;08;17;34;#
ABCV684;08;17;35;#
ABCV684;08;17;36;#
ABCV684;08;17;37;#
ABCV684;08;17;38;#
ABCV684;08;17;39;#
ABCV684;08;17;40;#
ABCV684;08;17;41;#
ABCV684;08;17;42;#
ABCV684;08;18;17;#
ABCV684;08;18;18;#
ABCV684;08;18;19;W
ABCV684;08;18;20;#
ABCV684;08;18;21;#
ABCV684;08;18;22;#
ABCV684;08;18;23;#
ABCV684;08;18;24;#
ABCV684;08;18;25;#
ABCV684;08;18;26;#
ABCV684;08;18;27;#
ABCV684;08;18;28;#
ABCV684;08;18;29;#
ABCV684;08;18;30;#
ABCV684;08;18;31;#
ABCV684;08;18;32;#
ABCV684;08;18;33;#
ABCV684;08;18;34;#
ABCV684;08;18;35;#
ABCV684;08;18;36;#
ABCV684;08;18;37;#
ABCV684;08;18;38;#
ABCV684;08;18;39;#
ABCV684;08;18;40;W
ABCV684;08;18;41;#
ABCV684;08;18;42;#
ABCV684;08;18;43;#
ABCV684;08;19;16;#
ABCV684;08;19;17;#
ABCV684;08;19;18;#
ABCV684;08;19;19;W
ABCV684;08;19;20;#
ABCV684;08;19;21;#
ABCV684;08;19;22;#
ABCV684;08;19;23;#
ABCV684;08;19;24;#
ABCV684;08;19;25;#
ABCV684;08;19;26;#
ABCV684;08;19;27;#
ABCV684;08;19;28;#
ABCV684;08;19;29;#
ABCV684;08;19;30;#
ABCV684;08;19;31;#
ABCV684;08;19;32;#
ABCV684;08;19;33;#
ABCV684;08;19;34;#
ABCV684;08;19;35;#
ABCV684;08;19;36;#
ABCV684;08;19;37;#
ABCV684;08;19;38;#
ABCV684;08;19;39;#
ABCV684;08;19;40;#
ABCV684;08;19;41;#
ABCV684;08;19;42;#
ABCV684;08;19;43;#
ABCV684;08;19;44;#
ABCV684;08;20;16;#
ABCV684;08;20;17;W
ABCV684;08;20;18;#
ABCV684;08;20;19;#
ABCV684;08;20;20;W
ABCV684;08;20;21;#
ABCV684;08;20;22;#
ABCV684;08;20;23;#
ABCV684;08;20;24;#
ABCV684;08;20;25;#
ABCV684;08;20;26;#
ABCV684;08;20;27;#
ABCV684;08;20;28;#
ABCV684;08;20;29;#
ABCV684;08;20;30;#
ABCV684;08;20;31;#
ABCV684;08;20;32;#
ABCV684;08;20;33;#
ABCV684;08;20;34;#
ABCV684;08;20;35;W
ABCV684;08;20;36;#
ABCV684;08;20;37;#
ABCV684;08;20;38;#
ABCV684;08;20;39;#
ABCV684;08;20;40;#
ABCV684;08;20;41;#
ABCV684;08;20;42;#
ABCV684;08;20;43;#
ABCV684;08;20;44;#
ABCV684;08;21;15;#
ABCV684;08;21;16;#
ABCV684;08;21;17;#
ABCV684;08;21;18;#
ABCV684;08;21;19;#
ABCV684;08;21;20;W
ABCV684;08;21;21;#
ABCV684;08;21;22;#
ABCV684;08;21;23;#
ABCV684;08;21;24;#
ABCV684;08;21;25;#
ABCV684;08;21;26;#
ABCV684;08;21;27;#
ABCV684;08;21;28;#
ABCV684;08;21;29;#
ABCV684;08;21;30;#
ABCV684;08;21;31;#
ABCV684;08;21;32;#
ABCV684;08;21;33;#
ABCV684;08;21;34;#
ABCV684;08;21;35;#
ABCV684;08;21;36;#
ABCV684;08;21;37;#
ABCV684;08;21;38;#
ABCV684;08;21;39;#
ABCV684;08;21;40;#
ABCV684;08;21;41;#
ABCV684;08;21;42;#
ABCV684;08;21;43;#
ABCV684;08;21;44;#
ABCV684;08;21;45;#
ABCV684;08;22;14;#
ABCV684;08;22;15;#
ABCV684;08;22;16;#
ABCV684;08;22;17;W
ABCV684;08;22;18;#
ABCV684;08;22;19;#
ABCV684;08;22;20;#
ABCV684;08;22;21;#
ABCV684;08;22;22;#
ABCV684;08;22;23;#
ABCV684;08;22;24;#
ABCV684;08;22;25;#
ABCV684;08;22;26;#
ABCV684;08;22;27;#
ABCV684;08;22;28;#
ABCV684;08;22;29;#
ABCV684;08;22;30;#
ABCV684;08;22;31;#
ABCV684;08;22;32;#
ABCV684;08;22;33;#
ABCV684;08;22;34;#
ABCV684;08;22;35;#
ABCV684;08;22;36;#
ABCV684;08;22;37;#
ABCV684;08;22;38;#
ABCV684;08;22;39;#
ABCV684;08;22;40;#
ABCV684;08;22;41;#
ABCV684;08;22;42;#
ABCV684;08;22;43;#
ABCV684;08;22;44;#
ABCV684;08;22;45;#
ABCV684;08;22;46;#
ABCV684;08;23;14;#
ABCV684;08;23;15;#
ABCV684;08;23;16;#
ABCV684;08;23;17;#
ABCV684;08;23;18;#
ABCV684;08;23;19;#
ABCV684;08;23;20;#
ABCV684;08;23;21;#
ABCV684;08;23;22;#
ABCV684;08;23;23;#
ABCV684;08;23;24;W
ABCV684;08;23;25;#
ABCV684;08;23;26;#
ABCV684;08;23;27;#
ABCV684;08;23;28;#
ABCV684;08;23;29;#
ABCV684;08;23;30;#
ABCV684;08;23;31;#
ABCV684;08;23;32;#
ABCV684;08;23;33;#
ABCV684;08;23;34;#
ABCV684;08;23;35;#
ABCV684;08;23;36;#
ABCV684;08;23;37;#
ABCV684;08;23;38;#
ABCV684;08;23;39;#
ABCV684;08;23;40;#
ABCV684;08;23;41;W
ABCV684;08;23;42;W
ABCV684;08;23;43;#
ABCV684;08;23;44;#
ABCV684;08;23;45;#
ABCV684;08;23;46;#
ABCV684;08;24;14;#
ABCV684;08;24;15;#
ABCV684;08;24;16;#
ABCV684;08;24;17;#
ABCV684;08;24;18;#
ABCV684;08;24;19;#
ABCV684;08;24;20;#
ABCV684;08;24;21;W
ABCV684;08;24;22;#
ABCV684;08;24;23;#
ABCV684;08;24;24;#
ABCV684;08;24;25;#
ABCV684;08;24;26;#
ABCV684;08;24;27;W
ABCV684;08;24;28;#
ABCV684;08;24;29;W
ABCV684;08;24;30;#
ABCV684;08;24;31;#
ABCV684;08;24;32;#
ABCV684;08;24;33;#
ABCV684;08;24;34;#
ABCV684;08;24;35;#
ABCV684;08;24;36;#
ABCV684;08;24;37;#
ABCV684;08;24;38;#
ABCV684;08;24;39;#
ABCV684;08;24;40;#
ABCV684;08;24;41;#
ABCV684;08;24;42;#
ABCV684;08;24;43;#
ABCV684;08;24;44;#
ABCV684;08;24;45;#
ABCV684;08;24;46;#
ABCV684;08;25;13;#
ABCV684;08;25;14;#
ABCV684;08;25;15;W
ABCV684;08;25;16;#
ABCV684;08;25;17;#
ABCV684;08;25;18;#
ABCV684;08;25;19;#
ABCV684;08;25;20;#
ABCV684;08;25;21;W
ABCV684;08;25;22;#
ABCV684;08;25;23;#
ABCV684;08;25;24;#
ABCV684;08;25;25;#
ABCV684;08;25;26;#
ABCV684;08;25;27;#
ABCV684;08;25;28;#
ABCV684;08;25;29;#
ABCV684;08;25;30;#
ABCV684;08;25;31;#
ABCV684;08;25;32;#
ABCV684;08;25;33;#
ABCV684;08;25;34;#
ABCV684;08;25;35;#
ABCV684;08;25;36;#
ABCV684;08;25;37;#
ABCV684;08;25;38;#
ABCV684;08;25;39;#
ABCV684;08;25;40;#
ABCV684;08;25;41;#
ABCV684;08;25;42;#
ABCV684;08;25;43;#
ABCV684;08;25;44;#
ABCV684;08;25;45;#
ABCV684;08;25;46;#
ABCV684;08;25;47;#
ABCV684;08;26;13;W
ABCV684;08;26;14;#
ABCV684;08;26;15;#
ABCV684;08;26;16;#
ABCV684;08;26;17;W
ABCV684;08;26;18;#
ABCV684;08;26;19;#
ABCV684;08;26;20;#
ABCV684;08;26;21;W
ABCV684;08;26;22;#
ABCV684;08;26;23;#
ABCV684;08;26;24;#
ABCV684;08;26;25;#
ABCV684;08;26;26;#
ABCV684;08;26;27;#
ABCV684;08;26;28;#
ABCV684;08;26;29;#
ABCV684;08;26;30;#
ABCV684;08;26;31;#
ABCV684;08;26;32;#
ABCV684;08;26;33;#
ABCV684;08;26;34;#
ABCV684;08;26;35;#
ABCV684;08;26;36;#
ABCV684;08;26;37;#
ABCV684;08;26;38;#
ABCV684;08;26;39;#
ABCV684;08;26;40;#
ABCV684;08;26;41;#
ABCV684;08;26;42;#
ABCV684;08;26;43;#
ABCV684;08;26;44;#
ABCV684;08;26;45;#
ABCV684;08;26;46;#
ABCV684;08;26;47;#
ABCV684;08;27;12;W
ABCV684;08;27;13;#
ABCV684;08;27;14;#
ABCV684;08;27;15;#
ABCV684;08;27;16;#
ABCV684;08;27;17;#
ABCV684;08;27;18;#
ABCV684;08;27;19;#
ABCV684;08;27;20;#
ABCV684;08;27;21;W
ABCV684;08;27;22;#
ABCV684;08;27;23;#
ABCV684;08;27;24;#
ABCV684;08;27;25;#
ABCV684;08;27;26;#
ABCV684;08;27;27;#
ABCV684;08;27;28;#
ABCV684;08;27;29;#
ABCV684;08;27;30;#
ABCV684;08;27;31;#
ABCV684;08;27;32;#
ABCV684;08;27;33;#
ABCV684;08;27;34;#
ABCV684;08;27;35;#
ABCV684;08;27;36;#
ABCV684;08;27;37;#
ABCV684;08;27;38;#
ABCV684;08;27;39;#
ABCV684;08;27;40;#
ABCV684;08;27;41;#
ABCV684;08;27;42;#
ABCV684;08;27;43;#
ABCV684;08;27;44;#
ABCV684;08;27;45;#
ABCV684;08;27;46;#
ABCV684;08;27;47;#
ABCV684;08;27;48;#
ABCV684;08;28;12;#
ABCV684;08;28;13;#
ABCV684;08;28;14;#
ABCV684;08;28;15;W
ABCV684;08;28;16;#
ABCV684;08;28;17;#
ABCV684;08;28;18;W
ABCV684;08;28;19;#
ABCV684;08;28;20;#
ABCV684;08;28;21;#
ABCV684;08;28;22;#
ABCV684;08;28;23;#
ABCV684;08;28;24;#
ABCV684;08;28;25;#
ABCV684;08;28;26;#
ABCV684;08;28;27;#
ABCV684;08;28;28;#
ABCV684;08;28;29;#
ABCV684;08;28;30;#
ABCV684;08;28;31;#
ABCV684;08;28;32;#
ABCV684;08;28;33;#
ABCV684;08;28;34;#
ABCV684;08;28;35;#
ABCV684;08;28;36;#
ABCV684;08;28;37;#
ABCV684;08;28;38;#
ABCV684;08;28;39;#
ABCV684;08;28;40;#
ABCV684;08;28;41;#
ABCV684;08;28;42;#
ABCV684;08;28;43;#
ABCV684;08;28;44;#
ABCV684;08;28;45;#
ABCV684;08;28;46;#
ABCV684;08;28;47;#
ABCV684;08;28;48;#
ABCV684;08;29;12;#
ABCV684;08;29;13;#
ABCV684;08;29;14;#
ABCV684;08;29;15;#
ABCV684;08;29;16;#
ABCV684;08;29;17;#
ABCV684;08;29;18;#
ABCV684;08;29;19;#
ABCV684;08;29;20;#
ABCV684;08;29;21;#
ABCV684;08;29;22;#
ABCV684;08;29;23;#
ABCV684;08;29;24;#
ABCV684;08;29;25;#
ABCV684;08;29;26;W
ABCV684;08;29;27;#
ABCV684;08;29;28;#
ABCV684;08;29;29;#
ABCV684;08;29;30;#
ABCV684;08;29;31;W
ABCV684;08;29;32;#
ABCV684;08;29;33;#
ABCV684;08;29;34;#
ABCV684;08;29;35;#
ABCV684;08;29;36;#
ABCV684;08;29;37;#
ABCV684;08;29;38;#
ABCV684;08;29;39;#
ABCV684;08;29;40;#
ABCV684;08;29;41;W
ABCV684;08;29;42;#
ABCV684;08;29;43;W
ABCV684;08;29;44;#
ABCV684;08;29;45;#
ABCV684;08;29;46;#
ABCV684;08;29;47;#
ABCV684;08;29;48;#
ABCV684;08;30;12;W
ABCV684;08;30;13;#
ABCV684;08;30;14;#
ABCV684;08;30;15;#
ABCV684;08;30;16;#
ABCV684;08;30;17;#
ABCV684;08;30;18;#
ABCV684;08;30;19;#
ABCV684;08;30;20;#
ABCV684;08;30;21;#
ABCV684;08;30;22;W
ABCV684;08;30;23;#
ABCV684;08;30;24;#
ABCV684;08;30;25;#
ABCV684;08;30;26;#
ABCV684;08;30;27;#
ABCV684;08;30;28;#
ABCV684;08;30;29;#
ABCV684;08;30;30;#
ABCV684;08;30;31;#
ABCV684;08;30;32;#
ABCV684;08;30;33;#
ABCV684;08;30;34;#
ABCV684;08;30;35;#
ABCV684;08;30;36;#
ABCV684;08;30;37;#
ABCV684;08;30;38;#
ABCV684;08;30;39;#
ABCV684;08;30;40;#
ABCV684;08;30;41;#
ABCV684;08;30;42;#
ABCV684;08;30;43;#
ABCV684;08;30;44;#
ABCV684;08;30;45;#
ABCV684;08;30;46;#
ABCV684;08;30;47;#
ABCV684;08;30;48;#
ABCV684;08;31;11;#
ABCV684;08;31;12;#
ABCV684;08;31;13;#
ABCV684;08;31;14;#
ABCV684;08;31;15;#
ABCV684;08;31;16;#
ABCV684;08;31;17;#
ABCV684;08;31;18;#
ABCV684;08;31;19;#
ABCV684;08;31;20;#
ABCV684;08;31;21;#
ABCV684;08;31;22;#
ABCV684;08;31;23;W
ABCV684;08;31;24;#
ABCV684;08;31;25;#
ABCV684;08;31;26;#
ABCV684;08;31;27;#
ABCV684;08;31;28;#
ABCV684;08;31;29;#
ABCV684;08;31;30;#
ABCV684;08;31;31;#
ABCV684;08;31;32;#
ABCV684;08;31;33;#
ABCV684;08;31;34;#
ABCV684;08;31;35;#
ABCV684;08;31;36;#
ABCV684;08;31;37;#
ABCV684;08;31;38;#
ABCV684;08;31;39;#
ABCV684;08;31;40;#
ABCV684;08;31;41;#
ABCV684;08;31;42;#
ABCV684;08;31;43;#
ABCV684;08;31;44;#
ABCV684;08;31;45;#
ABCV684;08;31;46;#
ABCV684;08;31;47;#
ABCV684;08;31;48;#
ABCV684;08;31;49;#
ABCV684;08;32;11;#
ABCV684;08;32;12;#
ABCV684;08;32;13;#
ABCV684;08;32;14;#
ABCV684;08;32;15;#
ABCV684;08;32;16;#
ABCV684;08;32;17;#
ABCV684;08;32;18;#
ABCV684;08;32;19;#
ABCV684;08;32;20;#
ABCV684;08;32;21;#
ABCV684;08;32;22;#
ABCV684;08;32;23;W
ABCV684;08;32;24;#
ABCV684;08;32;25;#
ABCV684;08;32;26;#
ABCV684;08;32;27;#
ABCV684;08;32;28;#
ABCV684;08;32;29;#
ABCV684;08;32;30;#
ABCV684;08;32;31;#
ABCV684;08;32;32;#
ABCV684;08;32;33;#
ABCV684;08;32;34;#
ABCV684;08;32;35;#
ABCV684;08;32;36;#
ABCV684;08;32;37;#
ABCV684;08;32;38;#
ABCV684;08;32;39;#
ABCV684;08;32;40;#
ABCV684;08;32;41;#
ABCV684;08;32;42;#
ABCV684;08;32;43;#
ABCV684;08;32;44;#
ABCV684;08;32;45;#
ABCV684;08;32;46;#
ABCV684;08;32;47;#
ABCV684;08;32;48;#
ABCV684;08;32;49;#
ABCV684;08;33;11;#
ABCV684;08;33;12;#
ABCV684;08;33;13;#
ABCV684;08;33;14;#
ABCV684;08;33;15;#
ABCV684;08;33;16;W
ABCV684;08;33;17;#
ABCV684;08;33;18;#
ABCV684;08;33;19;#
ABCV684;08;33;20;#
ABCV684;08;33;21;#
ABCV684;08;33;22;#
ABCV684;08;33;23;W
ABCV684;08;33;24;#
ABCV684;08;33;25;#
ABCV684;08;33;26;#
ABCV684;08;33;27;#
ABCV684;08;33;28;#
ABCV684;08;33;29;#
ABCV684;08;33;30;#
ABCV684;08;33;31;#
ABCV684;08;33;32;#
ABCV684;08;33;33;#
ABCV684;08;33;34;#
ABCV684;08;33;35;#
ABCV684;08;33;36;#
ABCV684;08;33;37;#
ABCV684;08;33;38;#
ABCV684;08;33;39;#
ABCV684;08;33;40;#
ABCV684;08;33;41;#
ABCV684;08;33;42;#
ABCV684;08;33;43;#
ABCV684;08;33;44;#
ABCV684;08;33;45;#
ABCV684;08;33;46;#
ABCV684;08;33;47;#
ABCV684;08;33;48;#
ABCV684;08;33;49;#
ABCV684;08;34;11;#
ABCV684;08;34;12;W
ABCV684;08;34;13;#
ABCV684;08;34;14;#
ABCV684;08;34;15;#
ABCV684;08;34;16;#
ABCV684;08;34;17;#
ABCV684;08;34;18;#
ABCV684;08;34;19;#
ABCV684;08;34;20;#
ABCV684;08;34;21;W
ABCV684;08;34;22;#
ABCV684;08;34;23;W
ABCV684;08;34;24;#
ABCV684;08;34;25;#
ABCV684;08;34;26;#
ABCV684;08;34;27;#
ABCV684;08;34;28;#
ABCV684;08;34;29;#
ABCV684;08;34;30;#
ABCV684;08;34;31;#
ABCV684;08;34;32;#
ABCV684;08;34;33;W
ABCV684;08;34;34;#
ABCV684;08;34;35;#
ABCV684;08;34;36;#
ABCV684;08;34;37;#
ABCV684;08;34;38;#
ABCV684;08;34;39;#
ABCV684;08;34;40;#
ABCV684;08;34;41;#
ABCV684;08;34;42;#
ABCV684;08;34;43;#
ABCV684;08;34;44;#
ABCV684;08;34;45;#
ABCV684;08;34;46;#
ABCV684;08;34;47;#
ABCV684;08;34;48;#
ABCV684;08;34;49;W
ABCV684;08;35;11;#
ABCV684;08;35;12;W
ABCV684;08;35;13;#
ABCV684;08;35;14;#
ABCV684;08;35;15;#
ABCV684;08;35;16;#
ABCV684;08;35;17;#
ABCV684;08;35;18;#
ABCV684;08;35;19;#
ABCV684;08;35;20;#
ABCV684;08;35;21;#
ABCV684;08;35;22;#
ABCV684;08;35;23;#
ABCV684;08;35;24;W
ABCV684;08;35;25;#
ABCV684;08;35;26;#
ABCV684;08;35;27;#
ABCV684;08;35;28;#
ABCV684;08;35;29;#
ABCV684;08;35;30;#
ABCV684;08;35;31;#
ABCV684;08;35;32;#
ABCV684;08;35;33;#
ABCV684;08;35;34;#
ABCV684;08;35;35;#
ABCV684;08;35;36;#
ABCV684;08;35;37;#
ABCV684;08;35;38;#
ABCV684;08;35;39;#
ABCV684;08;35;40;#
ABCV684;08;35;41;#
ABCV684;08;35;42;#
ABCV684;08;35;43;#
ABCV684;08;35;44;#
ABCV684;08;35;45;#
ABCV684;08;35;46;W
ABCV684;08;35;47;#
ABCV684;08;35;48;#
ABCV684;08;35;49;#
ABCV684;08;36;11;#
ABCV684;08;36;12;#
ABCV684;08;36;13;#
ABCV684;08;36;14;#
ABCV684;08;36;15;#
ABCV684;08;36;16;#
ABCV684;08;36;17;#
ABCV684;08;36;18;#
ABCV684;08;36;19;#
ABCV684;08;36;20;W
ABCV684;08;36;21;W
ABCV684;08;36;22;#
ABCV684;08;36;23;#
ABCV684;08;36;24;W
ABCV684;08;36;25;#
ABCV684;08;36;26;#
ABCV684;08;36;27;#
ABCV684;08;36;28;#
ABCV684;08;36;29;#
ABCV684;08;36;30;#
ABCV684;08;36;31;#
ABCV684;08;36;32;#
ABCV684;08;36;33;#
ABCV684;08;36;34;#
ABCV684;08;36;35;#
ABCV684;08;36;36;#
ABCV684;08;36;37;#
ABCV684;08;36;38;#
ABCV684;08;36;39;#
ABCV684;08;36;40;#
ABCV684;08;36;41;#
ABCV684;08;36;42;#
ABCV684;08;36;43;#
ABCV684;08;36;44;#
ABCV684;08;36;45;#
ABCV684;08;36;46;#
ABCV684;08;36;47;#
ABCV684;08;36;48;#
ABCV684;08;36;49;#
ABCV684;08;37;11;#
